word,base
Internecie,Internet
zmienia,zmieniać
faktu,fakt
kanałem,kanał
jakim,jaki
ma,mieć
czytelnika,czytelnik
jest,być
papierowe,papierowy
internetowa,internetowy
jest,być
zasady,zasada
kopią,kopać
wersji,wersja
papierowej,papierowy
dokładną,dokładny
ukazywało,ukazywać
Internecie,Internet
przypisywano,przypisywać
mu,on
Uznanie,uznać
częstotliwości,częstotliwość
pojawiania,pojawiać
danego,dany
tytułu,tytuł
prasowego,prasowy
przydzielające,przydzielać
kanału,kanał
może,móc
dyskusyjne,dyskusyjny
ta,ten
była,być
podyktowana,podyktować
względami,wzgląd
ekonomii,ekonomia
chodziło,chodzić
informacji,informacja
częstotliwości,częstotliwość
wydawania,wydawać
czasopisma,czasopismo
istotnej,istotny
twórców,twórca
korpusu,korpus
jego,on
użytkowników,użytkownik
osobnego,osobny
znacznika,znacznik
tej,ten
informacji,informacja
nielicznych,nieliczny
przypadkach,przypadek
nasuwały,nasuwać
pewne,pewien
wątpliwości,wątpliwość
np,na przykład
kanałem,kanał
jest,być
takiej,taki
sytuacji,sytuacja
rozstrzygające,rozstrzygać
było,być
dana,dany
jest,być
zarejestrowana,zarejestrować
systemie,system
podobnego,podobny
powodu,powód
uznali,uznać
śmy,być
kanałem,kanał
protokołu,protokół
parlamentarnego,parlamentarny
jest,być
Należy,należeć
uwagę,uwaga
opatruje,opatrować
jednostkę,jednostka
numerem,numer
jest,być
jego,on
charakteru,charakter
publikacji,publikacja
nazywamy,nazywać
kanałem,kanał
tym,ten
miejscu,miejsce
istnieje,istnieć
kanałem,kanał
typem,typ
tekstu,tekst
biorąc,brać
pewne,pewien
kanały,kanał
służą,służyć
prymarnie,prymarnia
transmisji,transmisja
określonych,określony
typów,typ
tekstu,tekst
np,na przykład
jest,być
nośnikiem,nośnik
publicystyki,publicystyka
krótkich,krótki
informacji,informacja
prasowych,prasowy
kolei,kolej
jest,być
ogłaszana,ogłaszać
książkach,książka
Internecie,Internet
istnieją,istnieć
czasopisma,czasopismo
publikujące,publikować
teksty,tekst
naukowe,naukowy
literackie,literacki
przekazu,przekaz
tekstu,tekst
był,być
istotną,istotny
wskazówką,wskazówka
pozwalającą,pozwalać
danego,dany
typu,typ
żadnym,żaden
razie,raz
rozstrzygającą,rozstrzygający
bardziej,bardzo
należy,należeć
tym,to
korpusie,korpus
pojawią,pojawić
teksty,tekst
nietypowym,nietypowy
zestawieniu,zestawić
kanału,kanał
typu,typ
Niektóre,niektóry
korpusy,korpus
referencyjne,referencyjny
ze,z
względu,wzgląd
trudności,trudność
związane,związać
pozyskaniem,pozyskać
próbek,próbka
języka,język
konwersacyjnego,konwersacyjny
poprzestają,poprzestawać
gotowych,gotowy
transkrypcjach,transkrypcja
danych,dana
medialnych,medialny
Przykładem,przykład
takiego,taki
korpusu,korpus
jest,być
Współczesnej,współczesny
Angielszczyzny,angielszczyzna
Amerykańskiej,amerykański
zawiera,zawierać
ok,około
milionów,milion
słów,słowo
języka,język
mówionego,mówić
postaci,postać
transkrypcji,transkrypcja
popularnych,popularny
programów,program
telewizyjnych,telewizyjny
radiowych,radiowy
takie,taki
dane,dana
są,być
same,sam
sobie,siebie
cenne,cenny
interesujące,interesujący
należy,należeć
mówiony,mówić
programów,program
telewizyjnych,telewizyjny
radiowych,radiowy
różni,różnić
nieformalnego,nieformalny
języka,język
mniej,mało
bardziej,bardzo
spontanicznych,spontaniczny
konwersacji,konwersacja
znajomymi,znajomy
członkami,członek
rodziny,rodzina
osobami,osoba
bliżej,blisko
sobie,siebie
nieznanymi,znać
rozmawiającymi,rozmawiać
nieformalnych,nieformalny
okolicznościach,okoliczność
pierwsze,pierwszy
wypowiedzi,wypowiedź
uczestników,uczestnik
programów,program
telewizyjnych,telewizyjny
radiowych,radiowy
podlegają,podlegać
pewnym,pewien
rygorom,rygor
czasowym,czasowy
tematycznym,tematyczny
Uczestnicy,uczestnik
audycji,audycja
odpowiadają,odpowiadać
konkretne,konkretny
pytania,pytanie
redaktora,redaktor
prowadzącego,prowadzić
którego,który
zadaniem,zadanie
jest,być
czuwanie,czuwać
narzuconą,narzucić
góry,góra
spójnością,spójność
tematyczną,tematyczny
danego,dany
programu,program
Dygresje,dygresja
wypowiedziach,wypowiedź
uczestników,uczestnik
audycji,audycja
publicystycznych,publicystyczny
zdarzają,zdarzać
traktowane,traktować
są,być
reguły,reguła
formuły,formuła
programu,program
Wyjątkiem,wyjątek
tej,ten
reguły,reguła
są,być
pojedyncze,pojedynczy
audycje,audycja
audycję,audycja
Rozmowy,rozmowa
niedokończone,niedokończony
nadawaną,nadawać
Radiu,radio
Telewizji,telewizja
Trwam,trwać
zasygnalizowaną,zasygnalizować
jej,on
tytule,tytuł
formułą,formuła
cechuje,cechować
swobody,swoboda
dopuszczalnej,dopuszczalny
długości,długość
spójności,spójność
tematycznej,tematyczny
wypowiedzi,wypowiedź
uczestników,uczestnik
warunkiem,warunek
pozostają,pozostawać
one,on
zgodzie,zgoda
pewnym,pewien
systemem,system
wartości,wartość
prezentowanym,prezentować
audycjach,audycja
nadawanych,nadawać
antenie,antena
tych,ten
stacji,stacja
którym,który
posługują,posługiwać
uczestnicy,uczestnik
programów,program
telewizyjnych,telewizyjny
ma,mieć
sama,sam
obecności,obecność
publicznego,publiczny
charakteru,charakter
utrwalanej,utrwalać
transmitowanej,transmitować
urządzenia,urządzenie
rejestrujące,rejestrować
rozmowy,rozmowa
ta,ten
zawęża,zawężać
leksykalne,leksykalny
frazeologiczne,frazeologiczny
rozmówców,rozmówca
stosowane,stosować
nich,on
strategie,strategia
prowadzenia,prowadzić
dyskursu,dyskurs
technik,technika
argumentacyjnych,argumentacyjny
punktu,punkt
widzenia,widzenie
pragmatyki,pragmatyka
języka,język
kolei,kolej
odbiorcami,odbiorca
komunikatów,komunikat
wypowiadanych,wypowiadać
są,być
bezpośrednimi,bezpośredni
uczestnikami,uczestnik
rozmowy,rozmowa
telewidzowie,telewidz
radiosłuchacze,radiosłuchacz
ma,mieć
ich,on
formę,forma
został,zostać
rozwiązany,rozwiązać
metodą,metoda
łączenia,łączyć
mniejszych,mały
tekstów,tekst
agregaty,agregat
Agregowane,agregować
były,być
całe,cały
tytuły,tytuł
wszystkie,wszystek
teksty,tekst
danego,dany
czasopisma,czasopismo
znalazły,znaleźć
jednym,jeden
pliku,plik
materiału,materiał
było,być
roczniki,rocznik
Posłużenie,posłużyć
agregacją,agregacja
spowodowało,spowodować
jest,być
reprezentowany,reprezentować
milionowym,milionowy
pozostało,pozostać
zgodzie,zgoda
założeniem,założenie
miał,mieć
teoretyczną,teoretyczny
szansę,szansa
Wspomniany,wspomnieć
roczniki,rocznik
pozwolił,pozwolić
rozsądną,rozsądny
agregatów,agregat
tym,to
zapewnił,zapewnić
teksty,tekst
każdego,każdy
rocznika,rocznik
znajdą,znajść
losowanym,losować
wydaje,wydawać
związku,związek
technicznymi,techniczny
wadami,wad
tekstów,tekst
dodatkowymi,dodatkowy
ograniczeniami,ograniczenie
nałożonymi,nałożyć
próbki,próbka
zdarzało,zdarzać
wylosowanie,wylosować
próbek,próbka
stanowiących,stanowić
tekstu,tekst
źródłowego,źródłowy
było,być
trudne,trudny
okazało,okazać
powoduje,powodować
niektórych,niektóry
tekstach,tekst
np,na przykład
dydaktycznych,dydaktyczny
wylosowanych,wylosować
próbek,próbka
musiało,musieć
uznane,uznać
niepoprawne,niepoprawny
duża,duży
akapitów,akapit
okazywała,okazywać
wadliwa,wadliwy
powodów,powód
technicznych,techniczny
np,na przykład
kończyły,kończyć
połowie,połowa
zdania,zdanie
Takie,taki
akapity,akapit
były,być
ignorowane,ignorować
wybrane,wybrany
naprawiane,naprawiać
dało,dać
odpowiednią,odpowiedni
liczbę,liczba
próbek,próbka
takim,taki
przypadku,przypadek
pewnym,pewien
stopniu,stopień
zakłócana,zakłócać
była,być
wyboru,wybór
naprawiano,naprawiać
mniej,mało
więcej,dużo
akapitów,akapit
wystarczyło,wystarczyć
losowania,losowanie
dokonywała,dokonywać
poprawiająca,poprawiać
akapity,akapit
to,ten
ręcznego,ręczny
wyboru,wybór
akapitów,akapit
poprawienia,poprawić
starali,starać
śmy,być
udało,udać
dzieląc,dzielić
problematyczne,problematyczny
teksty,tekst
podklas,podklasa
wielkości,wielkość
przydzielając,przydzielać
odpowiednią,odpowiedni
docelową,docelowy
liczbę,liczba
słów,słowo
każdej,każdy
podklasie,podklasa
dobrany,dobrać
został,zostać
którym,który
słów,słowo
próbce,próbka
każdej,każdy
podklasy,podklasa
jest,być
proporcjonalna,proporcjonalny
pierwiastka,pierwiastek
sześciennego,sześcienny
liczności,liczność
tej,ten
podklasy,podklasa
mierzonej,mierzyć
słowach,słowo
tekstu,tekst
źródłowego,źródłowy
Trudne,trudny
okazało,okazać
spełnienie,spełnić
założenia,założenie
części,część
sformułowane,sformułować
jest,być
ono,on
konieczności,konieczność
pierwszym,pierwszy
etapie,etap
odrzucane,odrzucać
były,być
akapity,akapit
krótsze,krótki
słów,słowo
które,który
wyglądają,wyglądać
te,ten
akapity,akapit
dłuższe,długi
które,który
rozpoczynają,rozpoczynać
mogą,móc
wyglądania,wyglądać
uproszczeniu,uproszczenie
wielka,wielki
początku,początek
końcu,koniec
projekcie,projekt
było,być
podziału,podział
którzy,który
dostali,dostać
opisu,opis
znakowali,znakować
go,on
wszystkich,wszystek
szczeblach,szczebel
temu,to
liczono,liczyć
zachowanie,zachować
spójności,spójność
każdym,każdy
poziomie,poziom
było,być
prowadzone,prowadzić
dwie,dwa
osoby,osoba
pierwsze,pierwszy
poziomy,poziom
segmenty,segment
zdania,zdanie
są,być
kluczowe,kluczowy
jakichkolwiek,jakikolwiek
dalszych,daleki
lingwistycznych,lingwistyczny
etapów,etap
znakowania,znakować
tekstu,tekst
składniowej,składniowy
tych,ten
pierwszych,pierwszy
trzech,trzy
poziomów,poziom
wykonywany,wykonywać
był,być
systemem,system
dwóch,dwa
wprowadza,wprowadzać
odpowiednie,odpowiedni
informacje,informacja
ewentualne,ewentualny
rozsądza,rozsądzać
trzecia,trzeci
przydzielał,przydzielać
poszczególnym,poszczególny
transze,transza
Każda,każdy
składała,składać
akapitów,akapit
tj,to jest
fragmentów,fragment
tekstu,tekst
zawierających,zawierać
zdań,zdanie
słów,słowo
tych,ten
akapitów,akapit
otrzymywał,otrzymywać
innej,inny
transzy,transza
drugie,drugi
akapitów,akapit
innego,inny
wiedzieli,wiedzieć
jest,być
drugą,drugi
osobą,osoba
opracowującą,opracowywać
unikało,unikać
współpracy,współpraca
uzgadnianiu,uzgadniać
było,być
sobie,siebie
niedozwolone,niedozwolony
mógł,móc
transz,transza
oznaczyli,oznaczyć
danym,dany
poziomie,poziom
otrzymywał,otrzymywać
przechodził,przechodzić
znakowali,znakować
go,on
ci,ten
sami,sam
czym,co
segmentację,segmentacja
zdania,zdanie
było,być
te,ten
poziomy,poziom
były,być
niezależne,niezależny
występowały,występować
rozbieżności,rozbieżność
wracał,wracać
Widzieli,widzieć
oni,on
zaznaczony,zaznaczyć
wystąpiła,wystąpić
widzieli,widzieć
oznaczył,oznaczyć
mogli,móc
jest,być
nim,on
każdym,każdy
razie,raz
obaj,oba
musieli,musieć
tym,ten
etapie,etap
dalej,daleko
występowała,występować
decydującego,decydujący
jest,być
Wydaje,wydawać
spełniła,spełnić
swoje,swój
odbyła,odbyć
większych,duży
problemów,problem
natury,natura
technicznej,techniczny
warte,wart
jest,być
podkreślenia,podkreślenie
ze,z
względu,wzgląd
implementację,implementacja
jednym,jeden
systemie,system
wyszukanych,wyszukany
mechanizmów,mechanizm
zarządzania,zarządzanie
tekstami,tekst
znakowaniu,znakowanie
perspektywy,perspektywa
czasu,czas
dostrzegamy,dostrzegać
czego,co
zabrakło,zabraknąć
samym,sam
systemie,system
pierwsze,pierwszy
zabrakło,zabraknąć
wyszukiwarki,wyszukiwarka
tekstów,tekst
uwagi,uwaga
którzy,który
powinni,powinien
taka,taki
samych,sam
mogła,móc
zachętą,zachęta
kopiowania,kopiować
rozwiązań,rozwiązanie
które,który
są,być
poprawne,poprawny
mogło,móc
początku,początek
instrukcją,instrukcja
znakowania,znakowanie
num,numa
ogóle,ogół
proponował,proponować
tego,to
segmentu,segment
interpretacji,interpretacja
początkowym,początkowy
etapie,etap
pracy,praca
najczęściej,często
popełniali,popełniać
błędy,błąd
wyświetlał,wyświetlać
propozycji,propozycja
tej,ten
poprawnej,poprawny
było,być
sprawdzał,sprawdzać
dotychczasową,dotychczasowy
ze,z
względu,wzgląd
wątpliwości,wątpliwość
jednym,jeden
ze,z
swoich,swój
akapitów,akapit
mógł,móc
robił,robić
drugie,drugi
przydatna,przydatny
wydaje,wydawać
która,który
pozwalała,pozwalać
pobrania,pobrać
nadmiarowej,nadmiarowy
liczby,liczba
transz,transza
stosunku,stosunek
rozpoczętych,rozpocząć
niezakończonych,niezakończony
Czasem,czas
pobierał,pobierać
transz,transza
były,być
one,on
wszystkie,wszystek
dostępne,dostępny
razu,raz
przekazywano,przekazywać
je,on
zdarzały,zdarzać
czasem,czas
parodniowe,parodniowy
przestoje,przestój
pracy,praca
jedyną,jedyny
opcją,opcja
było,być
ich,on
odbieranie,odbierać
zwrócenie,zwrócić
puli,pula
wolnych,wolny
transz,transza
takie,taki
wzbudzało,wzbudzać
kontrowersje,kontrowersja
powyższym,powyższy
wiąże,wiązać
techniczne,techniczny
wymuszające,wymuszać
komentowanie,komentować
rozbieżności,rozbieżność
akapitu,akapit
osądu,osąd
wątpienia,wątpić
skomentowania,skomentować
własnej,własny
decyzji,decyzja
zmuszał,zmuszać
powołania,powołać
instrukcję,instrukcja
wymuszał,wymuszać
jej,on
było,być
np,na przykład
nieskomentowanych,skomentować
transz,transza
oznaczający,oznaczać
nowej,nowy
transzy,transza
ma,mieć
oczekujących,oczekiwać
szczegółem,szczegół
technicznym,techniczny
poważniejszą,poważny
kwestią,kwestia
było,być
znakowanie,znakować
segmentów,segment
typu,typ
obecnej,obecny
wersji,wersja
pozwalała,pozwalać
zmianę,zmiana
segmentów,segment
interpunkcyjnych,interpunkcyjny
takich,taki
zaliczał,zaliczać
powyższe,powyższy
symbole,symbol
polszczyzny,polszczyzna
zdaje,zdawać
sobie,siebie
sprawę,sprawa
wieloznaczności,wieloznaczność
takich,taki
słów,słowo
ciele,ciało
ptaka,ptak
pisania,pisać
drewna,drewno
chemiczna,chemiczny
jakieś,jakiś
działania,działanie
jakimś,jakiś
kierunku,kierunek
Niewielu,niewiele
uświadamia,uświadamiać
sobie,siebie
wyrazów,wyraz
którymi,który
posługujemy,posługiwać
ma,mieć
jedno,jeden
terminologii,terminologia
semantycznej,semantyczny
określa,określać
polisemię,polisemia
homonimię,homonimia
homonimy,homonim
uważa,uważać
wyrazy,wyraz
które,który
mają,maić
taką,taki
samą,sam
formę,forma
różne,różny
inną,inny
etymologię,etymologia
formalne,formalny
nimi,on
jest,być
sprawą,sprawa
przypadku,przypadek
Wspomniany,wspomnieć
znaczeniu,znaczenie
pochodzi,pochodzić
języka,język
francuskiego,francuski
znaczeniu,znaczenie
drewna,drewno
staropolskie,staropolski
Polisemię,polisemia
spokrewnionych,spokrewnić
ze,z
sobą,siebie
znaczeń,znaczenie
jednego,jeden
wyrazu,wyraz
dłużej,długo
istnieje,istnieć
danym,dany
języku,język
większe,duży
jest,być
wyodrębni,wyodrębnić
niego,on
nowe,nowy
np,na przykład
może,móc
małą,mały
rękę,ręka
wypadku,wypadek
polisemii,polisemia
istnieje,istnieć
poszczególnymi,poszczególny
znaczeniami,znaczenie
Odnosząc,odnosić
przykładu,przykład
rączki,rączka
wyodrębnienie,wyodrębnić
nowego,nowy
znaczenia,znaczenie
nastąpiło,nastąpić
zasadzie,zasada
podobieństwa,podobieństwo
funkcji,funkcja
ciała,ciało
walizki,walizka
służy,służyć
chwytania,chwytać
są,być
terminami,termin
językoznawczymi,językoznawczy
nimi,on
jest,być
dużej,duży
mierze,miara
umowna,umowny
dotyczy,dotyczyć
płaszczyzny,płaszczyzna
treści,treść
ilustruje,ilustrować
może,móc
pisze,pisać
to,ten
ostatnie,ostatni
wyodrębniło,wyodrębnić
pierwszego,pierwszy
przemawiało,przemawiać
uznaniem,uznanie
tego,ten
wyrazu,wyraz
większości,większość
użytkowników,użytkownik
angielskiego,angielski
młodszych,młody
znaczenia,znaczenie
są,być
odmienne,odmienny
skłonni,skłonny
są,być
homonimii,homonimia
jedna,jeden
składniowa,składniowy
oznaczany,oznaczać
jest,być
najdłuższy,długi
słów,słowo
składniowych,składniowy
należy,należeć
jednego,jeden
wyżej,wysoce
wymienionych,wymienić
typów,typ
taka,taki
może,móc
np,na przykład
nominalna,nominalny
składająca,składać
rzeczownika,rzeczownik
może,móc
rozbudowana,rozbudować
np,na przykład
nominalna,nominalny
zawierająca,zawierać
sobie,siebie
grupę,grupa
nominalną,nominalny
warszawskim,warszawski
kościele,kościół
św,świadek
Krzyża,krzyż
tzn,to znaczy
jej,on
może,móc
grup,grupa
zagnieżdżonych,zagnieździć
tę,ten
grupę,grupa
korzysta,korzystać
czterech,cztery
reguł,reguła
Owe,ow
grupy,grupa
składowe,składowy
są,być
widoczne,widoczny
opisuje,opisywać
największą,duży
grupę,grupa
stanowią,stanowić
grupy,grupa
zdania,zdanie
podrzędne,podrzędny
których,który
zaznaczone,zaznaczyć
są,być
wszystkie,wszystek
grupy,grupa
składniowe,składniowy
największym,duży
zakresie,zakres
rzeczywistości,rzeczywistość
składa,składać
dwóch,dwa
grup,grupa
których,który
każda,każdy
pełni,pełnić
inną,inny
funkcję,funkcja
zdaniu,zdanie
zdaniu,zdanie
Szukał,szukać
domu,dom
książki,książka
jedną,jeden
grupę,grupa
domu,dom
książki,książka
bardziej,bardzo
prawdopodobne,prawdopodobny
dwie,dwa
grupy,grupa
nominalną,nominalny
domu,dom
nominalną,nominalny
książki,książka
które,który
wypełniają,wypełniać
dwie,dwa
pozycje,pozycja
zdaniu,zdanie
ujęciu,ujęcie
tradycyjnym,tradycyjny
okolicznika,okolicznik
miejsca,miejsce
dopełnienia,dopełnienie
Chcąc,chcieć
opisu,opis
włączano,włączać
większych,duży
całości,całość
grup,grupa
przyimkowych,przyimkowy
nominalnych,nominalny
przymiotnikowych,przymiotnikowy
liczebnikowych,liczebnikowy
wielu,wiele
przypadkach,przypadek
stanowią,stanowić
one,on
jedną,jeden
frazę,fraza
dwie,dwa
np,na przykład
zdaniu,zdanie
Kupiła,kupić
Warszawie,Warszawa
Warszawie,Warszawa
stanowi,stanowić
frazy,fraza
nominalnej,nominalny
łączy,łączyć
czasownikiem,czasownik
Nazwy,nazwa
własne,własny
zajmują,zajmować
systemie,system
leksykalnym,leksykalny
każdego,każdy
języka,język
szczególne,szczególny
przeciwstawia,przeciwstawiać
je,on
nazwom,nazwa
pospolitym,pospolity
podstawą,podstawa
takiego,taki
zestawienia,zestawienie
jest,być
obu,oba
typów,typ
nazw,nazwa
Nazwy,nazwa
własne,własny
odnoszą,odnosić
jednostek,jednostka
nazwy,nazwa
pospolite,pospolity
przysługują,przysługiwać
całym,cały
klasom,klasa
jednostek,jednostka
indywidualizująca,indywidualizować
jednostek,jednostka
nazewniczych,nazewniczy
polega,polegać
wyróżnieniu,wyróżnienie
konkretnej,konkretny
osoby,osoba
